title,snippet,budget,job_status,category2,subcategory2,job_type,url,date_created,id,skills,client.feedback,client.reviews_count,client.jobs_posted,client.past_hires,client.country

Data Architect,"Neverfail is looking for an experienced Sr. Data Architect to help us









































create a next-generation automation platform. You will be responsible for:



















































































- Creating and optimizing information schemas to support business objectives









































- Designing and profiling architectures to enable scalable, distributed data sets









































- Developing Views, Triggers, and Stored Procedures to facilitate user interactions









































- Coordinating data migrations and synchronizations (ingress and egress) to external systems.



















































































Qualifications









































--------------









































- Mastery (5+ years) of RDBMS/SQL design, execution, and query optimization









































- Deep understanding of PostgreSQL, including advanced features (PL/pgSQL, RBAC, views, JSON, etc.)









































- Deep understanding of REST APIs (OpenAPI, Swagger) and JSON









































- Demonstrable scripting and automation experience (node.js, Python, Go, etc.)









































- Experience with ETLs (Fivetran, etc.), Data Warehousing (Snowflake, etc.) and Data Visualization (Tableau, etc.)









































- Modern SDLC and collaboration tools (git, JIRA, CI) and techniques (scrum/Kanban)",0,Open,Data Science & Analytics,Data Mining & Management,Hourly,http://www.upwork.com/jobs/~015a93a44fbf5361d6,2020-02-18T19:52:00+0000,~015a93a44fbf5361d6,atlassian-jira; openapi; python; postgresql-programming; gitscrum; jsonapi; tableau; kanban,0.0,0,1,0,United States

Sr Big Data Engineer Needed with Spark & Glue experience,"We are in need of a Big Data engineer to lead a team. Aside from the main tasks, this person will also need to conduct Demo's and attend management meetings.



















































































For this position, we would like the candidate to have:









































  * 5-7 years of Advance Spark, SQL, and Python experience









































  * Intermediate Glue experience









































  * Good communication skills









































  * Overlap work hours with US Pacific Time",0,Open,Data Science & Analytics,Data Mining & Management,Hourly,http://www.upwork.com/jobs/~014f7002934efa054f,2020-02-18T19:41:57+0000,~014f7002934efa054f,python; sql,4.9353478362,77,233,154,United States

Physics Animations using Blender-Python,Looking for a Blender Animation freelancer with exposure to Python,0,Open,Design & Creative,Animation,Hourly,http://www.upwork.com/jobs/~01bf7b994a169a2847,2020-02-18T19:21:50+0000,~01bf7b994a169a2847,python; animation; blender3d,4.2869047619,8,58,21,India

Python script for telegram bot,"To Write a python script to be integrated into my telegram bot.



















































































Script is to allow for the bot to ask user to send in a photo and do facial recognition and check if the user is a valid person.



















































































If the person is invalid, the bot is to send a message to the admin. 



















































































Database used is Google firebase.",10,Open,"Web, Mobile & Software Dev",Scripts & Utilities,Fixed,http://www.upwork.com/jobs/~01513b416ec34ce66e,2020-02-18T19:08:22+0000,~01513b416ec34ce66e,bot-development; python,0.0,1,5,2,Singapore

Infrastructure (Backend) Developer (Ref JU),"We have a well established Insurance platform that we need additional resource to help us expand the capabilities of the project.



















































































Exp with 5+ years









































Python/Django/Django Rest Framework









































Frontend knowledge but not necessarily essential









































DevOPS - AWS/GCP knowledge but not necessarily essential









































Postgres / NoRel DB (Mongo Alike)









































UK Based









































Full stack developer









































Bonus: Docker",0,Open,"Web, Mobile & Software Dev",Web Development,Hourly,http://www.upwork.com/jobs/~01ac410b8d7557c2c4,2020-02-17T18:03:35+0000,~01ac410b8d7557c2c4,docker; python; google-cloud-platform; network-administration; system-administration; django-framework; automated-deployment; devops; cicd-pipelines; linux-system-administration,0.0,0,4,0,United Kingdom

Need Quick Python Program Built To Calculate Loan,"You will be writing a program that will create a mortgage report with information on your monthly payment, total interest paid, etc. on a new home or condo you are looking to buy. The inputs that are required are shown in the output below in italics.









































Write a Python program that asks the user to input the parameters of the mortgage: the purchase price, the down payment amount, the interest rate, term of the mortgage in years, tax rate on the home, and home insurance per year. There should be validation for the down payment amount and the interest rate.









































The program should calculate the down payment as a percentage of the purchase price, the mortgage monthly payment, the total payment over the term of the mortgage, and the total interest paid over the term of the mortgage, and other information as shown below. A Payment Schedule as shown on the next page should also be displayed. You may import the math module to use some of its functions in your calculations.





























































































































I have a word doc that has diagrams and examples. I have no problem sending the word doc over so you have a better idea.",20,Open,"Web, Mobile & Software Dev",Scripts & Utilities,Fixed,http://www.upwork.com/jobs/~01f4aba46ab704ce3a,2020-02-18T18:10:28+0000,~01f4aba46ab704ce3a,scripting; python,4.6706727746,5,19,17,United States

Senior Python and Django developer,"Help deliver an evolution of the current app which tracks days for tax purposes.



















































































https://apps.apple.com/gb/app/cyd-tax/id1239463051



















































































It is a very lightweight app build and you will be working as part of a team.



















































































Django 2+,DRF.. with in depth experience of GCP and GAE a must.",5000,Open,"Web, Mobile & Software Dev",Web Development,Fixed,http://www.upwork.com/jobs/~014b1175ba49e2ac63,2020-02-17T17:52:13+0000,~014b1175ba49e2ac63,python; vue.js; javascript; google-cloud-platform; react-js; django-framework; restful-api,0.0,0,4,0,United Kingdom

Python script that fills a form,"Hi









































i need to make a python script that can fill a form on a specific website









































Proxy and 2captcha support is needed



















































































budget 20$",20,Open,"Web, Mobile & Software Dev",Scripts & Utilities,Fixed,http://www.upwork.com/jobs/~01ac91aedfe30b0113,2020-02-18T17:10:30+0000,~01ac91aedfe30b0113,automation; python,4.7268656716,6,72,14,Italy

Firmware and bootloader for STM32-based custom PCB,"We need firmware to be written for a custom PCB with a STM32F103CBT6 microcontroller. The board has a number of switch outputs controlled via a shift register, and a number of inputs, including switch inputs, i2c devices, analog devices (current sensing circuit, pressure sensor), one-wire (DS18B20).



















































































The PCB will be connected via USB to a host PC running Linux. The host should be able to control the various outputs and read the various inputs over the USB connection using Python.



















































































There is a hardware watchdog which provides failsafe operation of switch outputs, and the firmware should also make use of the MCU built-in watchdogs to ensure reliable operation. The application is non-medical/non-safety critical.



















































































A bootloader is also required that will allow the firmware to be updated over the USB connection.



















































































The PCB will be provided along with a test program that shows that the hardware is working.",10000,Open,"Web, Mobile & Software Dev",Other - Software Development,Fixed,http://www.upwork.com/jobs/~0121358347413690c5,2020-02-18T15:25:22+0000,~0121358347413690c5,embedded-c; embedded-linux; embedded-systems; microcontroller-programming; stm32; device-firmware; c; python,0.0,0,2,0,United Kingdom

SENIOR INFRASTRUCTURE ENGINEER,"ARE YOU CONFIDENT ABOUT HAVING









































-------------------------------------------------------------









































Linux - 5 years min.









































Minimum 3 years of experience with Amazon Web Services (EC2, RDS, S3, IAM, CloudFormation, CloudWatch, CloudFront, SNS, SQS, and more...) 









































Chef (1 year minimum)









































Kubernetes (1 year minimum)









































Terraform









































Cloud architecture patterns









































Jenkins and Jenkins pipelines









































Ruby, Python, Bash









































At least 3 DBs from the list: MySQL, PostgreSQL, Mongodb, Redis, ElasticSearch









































Basics of SQL









































Monitoring systems









































Git (of course :) )









































English: written and verbal



















































































WE ALSO APPRECIATE HAVING THE FOLLOWING SKILLS









































--------------------------------------------------------------------------------------









































Groovy for Jenkins









































Prometheus









































Development of Grafana dashboards









































Golang









































Development of Kubernetes extensions (operators, admission webhooks)









































Experience & Qualities









































Minimum 5 years of professional experience,









































Excellent understanding of what the Web is and how it works,









































Hard worker and positive minded, willing to build the best product,









































Team player with pro-activeness to initiate things, and willingness to execute well,









































Ready to take responsibilities.",3000,Open,IT & Networking,Other - IT & Networking,Fixed,http://www.upwork.com/jobs/~01eb0d56b5fa545de1,2020-02-18T14:13:03+0000,~01eb0d56b5fa545de1,amazon-web-services; terraform; python; chef; aws-cloudformation; kubernetes; linux-system-administration; jenkins; groovy; docker; grafana; devops; prometheus,4.8557913646,800,2451,1594,France

"JavaScript, Node and React Developer","We are looking for developers who are fluent in JavaScript. We use node.js on the backend (express) and React/React Native on the frontend. Our database is Mongo.DB. If you also write Python and have experience in Web-Scraping, then this would be a plus.",0,Open,"Web, Mobile & Software Dev",Web Development,Hourly,http://www.upwork.com/jobs/~01016b5e5bdd579aef,2020-02-18T13:54:49+0000,~01016b5e5bdd579aef,amazon-web-services; python; web-application; e-commerce-website; css; restful; uiux; html; api; node.js; bootstrap; javascript; website-security; react-js; mongodb,0.0,0,1,0,Switzerland

Django application for financial calculation and display of diagrams,"Deliverable:









































web application deployed at pythonanywhere.com









































application must replicate the calculations of excel that you will receive once accepted for this milestone.



















































































Design of application is presented in the attached pptx.



















































































This milestone is just a start of the project. If you succeed, there will be new milestones.



















































































The first milestone has two checkpoints estimated by me as:









































- first: 6.5 hours









































- second: 9.5 hours









































Total 16 hours.



















































































Key skills:









































a) technical: django, python, pandas, pyplot, matplotlib.









































b) excellent communication skills









































 c) good governance (sending only working and tested versions)



















































































if completed within 2 days & designed nicely--> up to 50 % bonus.",350,Open,"Web, Mobile & Software Dev",Web Development,Fixed,http://www.upwork.com/jobs/~0154222108e8ad9152,2020-02-18T13:39:19+0000,~0154222108e8ad9152,python; web-application; python-pandas; django-framework; matplotlib; webdesign,5.0,7,13,17,Poland

Improve Cloud Infrastructure for Speech Analytics Application,"I have developed an application for Speech Recognition and Analytics on Google Cloud Platform (using BigQuery and Cloud Functions)



















































































There are two working fronts:









































1) Automated Data Ingestion: There are data from 5 different sources (FTP of VPN Mapped Driver) which need to be integrated with daily cron-jobs.









































2) Text Model Training: Our text models have to be trained on a distributed architecture for escalating and giving agility to our setup process. So here we propose to do it via Elastic Search or using Big Query, and a human interface has also to be developed for interacting with the model parameters.



















































































I have good knowledge of Python, Git, SQL and Cloud Services in general, so the idea is to work together in order to speed up the system launching online as soon as possible.",3000,Open,Data Science & Analytics,Data Mining & Management,Fixed,http://www.upwork.com/jobs/~01420be94404900ef4,2020-02-18T12:59:18+0000,~01420be94404900ef4,crawlers; bigquery; website-development; python; ftp; web-design; data-scraping; database-design; elasticsearch; data-visualization; google-cloud-platform; vpn; etl-pipelines,0.0,0,3,0,Brazil

Hiring Python developer for API integrations app,"We have a ready made app built in django 2.2 which performs following:



















































































1. Syncs customers from https://api.synchroteam.com/v2/ to accounting program and vice versa.



















































































2. Syncs Invoices from https://api.synchroteam.com/v2/ to accounting program.



















































































It has been running smoothly but lately with the user behaviour we have seen some minor glitches (1-2 minor isssues) and would like the code optimized/slightly re-factored.









































Its running on a digital ocean droplet, with celery and rabbitMQ as messsage handling.





























































































































Looking for an experienced Django developer who is comfortable with REST API's and can quickly improve the code. You may make your build your own implementation and use existing code as reference, or simply re-factor existing.









































Delivery within 7 work days.",55,Open,"Web, Mobile & Software Dev",Web Development,Fixed,http://www.upwork.com/jobs/~01dcc9d2956538cabd,2020-02-18T12:29:08+0000,~01dcc9d2956538cabd,postgresql; celery; python,4.3733891207,61,119,106,Sweden

"【Urgent】Update design, add CSV upload function and other development. 【Jango】【Python】","Hello.









































I created a web application using Django, a Python framework.



















































































This application automatically displays posts from Twitter, Youtube, and Instagram.



















































































Influencers can log into the system and view SNS posts on a single page.



















































































This system is already built, but we want to update the design and add some features.









































HTML data for the renewal design has already been prepared.









































I want to replace an old design with a new design.









































A new design requires some development.









































This is also included in the design update task.



















































































First, we're updating the design and then looking for someone to help add features.



















































































We are looking for someone to work on the design update task as soon as possible.









































If you understand a little Japanese, your work will be smoother.









































Please confirm attached file for detailed specifications.



















































































Additional features currently planned include:



















































































Each influencer must be able to see their income at login.



















































































Upload your CSV file and you will see the rewards.



















































































Everything you need









































1. You can use django









































2. Add a function to display the amount of reward for each influencer (user)









































3. Upload the CSV to the Django administration page and add a function that allows each influencer (user) to check the reward amount.





























































































































When done, I want to add more features.





























































































































This profile page and reward page will become a smartphone application after development by ""appmachine"".



















































































appmachine









































https://www.appmachine.com/





























































































































Please contact us if you have any questions.









































Thank you very much!",350,Open,"Web, Mobile & Software Dev",Web Development,Fixed,http://www.upwork.com/jobs/~01d1da940fadebf746,2020-02-18T08:53:17+0000,~01d1da940fadebf746,python; web-application; django,5.0,8,18,10,Japan

DevOps / Database Architect to consult and help build a high-load data processing system (5TB+/day),"We are looking for an experienced DevOps specialist with significant experience in PSQL / MySQL, Mongo / SOLR setup to propose an architecture for a data intensive process. We are looking for people having experience having built systems capable of injecting 10TB+ daily. 









































All to be hosted on AWS (although we are open to using rented servers).



















































































Requirements:









































A python process will preprocess and import XML files multiple times per day. The size of these files can be between 50MB and 10GB. The size of each document is between 10-50KB and has between 15 and 30 fields, text.









































The system must be capable of importing files once per hour and there are about 20-30 files in total. In general, we expect the total volume of all XML-Files that have to be imported and updated once per hour to be around 100GB. The total number of unique documents thus varies between 10 and 50 million. 









































Once the import is completed, the documents have to be synched to an internal database, that is used by our web application. Our web application receives about 100K requests/day for these documents and is using Django Rest as backend and React as front-end to serve these documents.









































All documents have to be synched in parallel to a SOLR Cluster that is being used for the search functionality of the front-end application. The SOLR cluster will receive between 5 and 10 million requests per day.



















































































A more detailed data flow will be provided during the interview.



















































































Our current tech stack is MongoDB, PSQL, SOLR, Python and Django Rest for Backend. 



















































































Additional requirements: 









































Our budget expectations for this system is around $1,5K/month. We would prefer AWS but are also open to using rented machines for databases if needed. 



















































































Deliverables:









































For this project to be successful, we expect the following milestones to be completed:



















































































Milestone 1: $150 Deliver a Concept









































A general concept for an architecture that will enable this process;









































Proposal for which database and which AWS instance to use at which step of the process and why;









































Proposal for monitoring tools; 









































Proposal for auto scaling/autohealing if needed









































Cost estimate to confirm budget expectations








































